content,label
Ok lắm lun nha,0
đèn hơi nhỏ,2
"Bộ đồ xinh lắm, mình rất ưng ý",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Sp như hình.vải đẹp.áo rộng hơn mình nghĩ,1
Chất liệu đẹp,0
Chất lượng sản phẩm kém,2
Đểu,2
Đánh lên môi rất mượt,1
Nhưng quạt hơi bám bụi và dơ nha,2
Shop phục vụ khá tốt,0
"Chất lượng sản phẩm tốt, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh",1
"Tai nghe khá chắc chắn, phần vành làm khó gãy, dây dài đủ để cắm máy tính như cắm điện thoại thì hơi dài",1
"Giao hàng kém chất lượng k giống hình và quãng cáo,đừng ai ghé shop này nhé,hàng cho cũng k thèm,đừng nói bổ tiền ra mua rất phí",1
Ib nhưng ko tl,2
Đã dặn trc shop là kiểm tra truớc khi gửi rồi,2
"Hàng ngon bổ rẻ, nhưng shop thì thiếu trách nhiệm khi trả lời câu hỏi của khách hàng",0
"quần mặc rộng hơn mình nghĩ, ko ôm lắm, khi mặc bị cuộn, thừa",2
Hợp giá tiền,0
"Chất lượng thì không chê, nhưng góp ý: khách đặt màu nào bạn nên gửi đúng màu đó",2
Rất ưng ý 👌,1
Hang tot,0
Shop có gọi báo đợi đến tối hàng về đủ giao sọc mình chọn,2
"Shop phục vụ khá tốt.tuy nhiên chất vải không co giẫn, mặc có vẻ nóng",0
Áo đẹp vải rất đẹp nha shop,1
Thời gian giao hàng rất nhanh,1
"Vừa mới nhận hàng chưa sd nhưng thấy shop giao đủ hàng và đúng màu, size là ưng lắm rồi 😄",1
Ngắn gọn thôi: đẹp miễn bàn ❤,1
Cảm ơn shop,1
K hiểu sao lại ra màu trắng Trận châu,0
Áo mặc rộng,0
"Vải đẹp, shop thì nhiệt tình",1
Chất lượng sản phẩm tốt Thời gian giao hàng nhanh,1
Bạn nào 40kg trở xuống thì hơi rộng,0
Shop nhiệt tình dễ thương thân thiện với khách,1
Áo bao đẹp từ chất vải đến form áo luôn ❤,0
"Hàng đẹp, phục vụ khách hàng k tốt, trước khi mua hàng nt thì trả lời, sau khi mua hàng nt thì mất tiêu k thèm trả lời",0
"vãi mát rất dễ thương,nhưng kimono cần làm thun lưng rộng rãi tý sẽ thoải mái hơn",1
"Rất hài lòng, cảm ơn shop",0
Artemia nở sớm và nhiều lắm các bạn ah,0
Chất lượng sản phẩm tuyệt vời,1
"Vải rất đẹp , mặc rất ôm bụng và nâng mông",1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, chủ shop dễ thương cực kì, mua hàng còn được tặng card nữa, sẽ ủng hộ shop tiếp ❤️❤️❤️❤️",1
"K có chỗ chê , quá ưng ý",1
"Giao hàng siêu nhanh, lần sau ủng hộ shop tiếp",1
Áo có mùi kinh quá,2
Chất mỏng xù giao hàng nhanh,0
Mỗi tội mất moc khoá ngay mặt,0
Đóng gói quá sơ sài luôn như kiểu bị bóc hàng rồi ấy,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chat ko trả lời,2
"Chưa dùng nên chưa biết, sẽ cập nhật sau ^^",0
Mình rất ưng ý,1
Chưa đủ độ ngọt,2
Nhưng gấu quần ko giống với trong hình.Nt shop ko tl,2
Thời gian giao hàng dc,0
Mình tìm gậy này mãi nhưng không biết tên. hên quá hehee,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Shop phục vụ rất tốt Thời gian giao hàng rất nha,1
Cảm ơn SHOP,0
Mà vải này rách thì chịu ko may lại đc,2
Thời gian giao hàng rất nhanh,1
Rất ưng,1
Rất hài lòng với san phẩm,1
Màu lên môi mịn đẹp.,1
"Đúng là tiền nào của ấy,mở ra đã thấy rách rồi",2
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Mà cũng đẹp,1
💜🙈 giao hành nhanh sáng đặt chiều đã có hàng,1
Áo đẹp,1
"Chất lượng sp đúng so với kỳ vọng của mình, áo giống như hình, quá rẻ nữa Rất đáng tiền",1
Giày phom đẹp nhưng hơi dính bẩn.. chỉnh lý giày còn lem keo nhìu quá làm mất mỹ quan phần đế..giay màu trắng nên khó vệ sinh.,0
Hí hí,1
"Áo rất đẹp, sẽ tiếp tục ủng hộ nếu có áo da mẫu đẹp khác",1
Giao hàng không đúng màu đã chọn,2
Dùng một thời gian xem thế nào,0
Mình 52kg mặc size M vẫn hơi rộng xíu nhưng chất lượng xuất sắc,1
Mà váy thì lại dài lê thê,2
Áo đôi cái áo nam cũng bằng nữ mặc dài rộng như váy,2
Giao nhầm 1Áo nhung van cho 5sao,1
Chất lượng kém phai màu,2
K đẹp như mong đợi,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,1
Chất lượg rất tệ mới mặc đã đứt quai size 42 nhưg nhỏ bằg sz 38 áo bt mặc chật,2
M mua nhiều trên mạng nhưng lần này là ưng nhất,1
Hơi thất vọng,2
Không thích hàng lắm nhưng phù hợp với giá tiền,2
"Shop cbi hàng nhanh, shop nch dễ thươhg, nhiệt tình",1
Form ok,1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Đặt 20 chai mà giao 18 chai , shop nói giải quyết mà chờ mãi ko thấy",2
"Chất lượng áo tốt 💖& rất đẹp💖💝, giống trong hình, đóng gói hàng đẹp👕✨ và gọn gàng👕✨, Thời gian giao hàng rất nhanh📨📨📨",1
Nhưng mà mặc vừa vặn,0
Tks shop yêu,1
Quá tệ,2
Sản phẩm Không như mong đợi,2
Chất lượng sản phẩm tuyệt vời,1
Áo mặc chật lưng nhưng cúp ngực bè ngang ko ôm sát,2
Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn hàng dep,1
"Đóng gói đẹp, sản phẩm chất lương💕💕💕Cám ơn shop nhiều 💗",1
Mik mua về nha ai cug khen vua rẻ vừa đep,1
Đat sz M mà nguoi 50tuoi mac còn chat,2
Áo xinh như hình,0
Mua shop này tiền mất áo k mặc dc 🙃🙃,2
Chất lượng phù hợp giá tiền,0
"Cặp cxinh, vải đẹp, kết cấu dây kéo cặp hơi khó hiểu nhưng mà không sao, tỏng thể vẫn xinh",0
Ncl ổn so với giá,0
"Chất vại đẹp, y hình, shop tư vấn nhiệt tình <3",1
Giày lên form đẹp,0
Khi muốn đổi hàng cũng HD đổi nhiệt tình k giống như mấy shop khác,1
Cảm ơn shop rất nhiều♥️♥️,1
Quần vậy mà mỏng thế mặc sao ta,2
Sp giong hinh tuy nhien shop nen dong goi sp trong hop chac chan de ben van chuyen ko lam bien dang sp,0
Chất quần mịn đẹp.mình m6 47kg mặc size L vừa in,1
Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
Lần trc mua ăn hết mà quên ko kịp review,0
Hình in ko dc sắc nét lắmp,2
Vải quá mỏng Không đáng tiền,2
Chất lượng sản phẩm rất kém quá kém,2
Chất lượng sản phẩm tuyệt vời,1
Mua nhiều lẫn và rất hài lòng về phong cách phục vụ và chất lượng sản phẩm phù hợp với giá tiền,1
Áo đẹp vải tốt thừa chỉ một tí nhưng mặc vào thì cool <3 Chất lượng sản phẩm tuyệt vời,1
"Đi ăn ở kichi kichi nhân dịp khuyến mãi học sinh/sinh viên, đồ ăn ngon đa dạng, phục vụ tốt, khuyết điểm duy nhất là lúc tính tiền nhân viên nói voucher vs chương trình khuyến mãi chọn 1 trong 2, may là lúc sau quản lý chấp nhận voucher và khuyến mãi được áp dụng chung",1
Chưa sd nên chưa biết chất lượng,2
"Chất lượng sản phẩm tuyệt vời, mình vẫn ưng mẫu này nhất",1
Chủ shop tư vấn form chuẩn,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,1
K đẹp lắm,2
"Áo giống hình, màu ở bên ngoài rất đẹp, shop lại còn cẩn thận nhắn tin lúc hàng về, lại còn có quà tặng nho nhỏ kèm theo 👍🏻👍🏻👍🏻 Mình chỉ thắc mắc là sao thấy mng bảo thơm lắm mà áo mình k có mùi gì cả :))))))",1
Giầy đi nhẹ và khá êm chân,1
Nhưng nhìn chung sp êm foam dáng tốt,2
Không phải kiểu hình 1 đường mà sp 1 nẻo,0
Giống như trong hình,0
Quần đẹp dày dặn lắm ạ,1
Giao hành nhanh ok,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Thời gian giao hàng nhanh, Shop phục vụ rất tốt",1
Dòng chữ bị nhòe,0
Thời gian giao hàng rất nhanh,1
Rất thất vọng,2
kém lắm. tv sai đổ lỗi cho khách. có ai bán hàng mà sai tự nhận lỗi đâu ạ,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,1
Rồng thêu còn đẹp tỉ mỉ nữa,1
Y hình,1
"Phun mạnh, hương tinh dầu sả bay khắp phòng thích quá thích lun. đèn led đổi màu rất đẹp. mình hài lòng lắm",1
Vải mỏng nhưng cho 5 sao luôn,1
"Shop nhiệt tình, giao hàng nhanh",0
Shop ơi bao giờ có màu đỏ về tiếp,1
Áo rất dễ thương,1
"Màu không giống hình, mình 57 kg mặc ko dc thoải mái, bó sát người ,chất ko đẹp dễ xù",2
Lần thứ 2 em mua hàng bên shop vẫn ưng như lần đầu,1
Shop tư vấn nhiệt tình,0
Chất lượng sản phẩm tuyệt vời mẫu mã đẹp,1
Form áo không đẹp như trong hình,2
"Quần đẹp, giao hàng rất nhanh, tks shop nhé",1
Nay giặt xong đem mặc mới thấy,2
Quần xinh nhưng ngắn và nhỏ so với mình,0
"Thời gian giao hàng nhanh, chịu khó gọi điện nhân hàng, chất lượng tạm ổn, bass chưa đc hay lắm, trebe rõ",0
Quần quá tệ,2
1 sao cũng k đáng,2
Đặt nhầm hàng size shop vẫn cho đổi cảm ơn shop,1
"Shop phục vụ rất tốt, Đóng gói sản phẩm rất đẹp và chắc chắn, Thời gian giao hàng rất nhanh",1
Shop phục vụ rất kém Chất lượng sản phẩm rất kém,2
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
"Áo đẹp lắm , y hình good shop",1
Chất lượng sản phẩm tuyệt vời cảm ơn sh lần nào od cũng rất ưng:-(😍😍😍😍😍 100 điểm,1
Giao hàng cũng nhanh nữa,0
pi rach 1sp .nt du koa online nhug ko tl,2
chất lượng tạm ổn,0
"Bề ngoài nhìn gọn gàng chắc chắn, về chất lượng thì đi 1 thời gian mới biết được",0
"Giày đẹp❤ thời gian giao hàng siêu nhanh lun , vừa đặt hôm qua hnay đã có r😂",1
San phạm bi lỏi,2
Đóng gói sản phẩm chắc chắn,0
Giày bị nhàu vs bẩn lau ko sạch,2
Shop tư vấn nhiệt tình,0
Váy với áo đều oki,0
Tuyệt vờii 😍😍,1
Áo đẹp vl luôn,1
Shop phuc vụ tốt,0
Chúc bạn thành công trong kinh doanh ta,0
"Áo dày, chắc, cầm nặng tay; dáng dài, mặc giấu quần oke, rất đáng tiền",1
Áo về thích lắm lun,1
"Đẹp lắm shop ơi, mình mập cứ sợ ko vừa, ai ngờ vừa y, cảm ơn shop",1
"Nhận được hàng rùi nè ,ui áo đẹp lắm luôn,mk chụp bị tối đó chứ ở ngoài đẹp hơn nhiều, phối đồ thì quá chuẩn rồi ,chủ shop dễ thương, nhiệt tình, sẽ ủng hộ shop dài dài",1
Chất lượng sản phẩm tuyệt vời..đáng tiền,1
"Năm ngoái cũng mua 1c quần warm bên shop r,quần chất khác so với năm ngoái cứng hơn shop ạ",2
Hàng k ik hình,2
quần với áo chất vải ok,1
Mùi thơm kiểu nhẹ nhẹ chứ k nồng mùi sả lắm.tks shop,1
Cam on shop nhiu,1
Balo như hình đẹp,1
"Điểm trừ duy nhất là phần chỉ may, nhất là ở phần tay, bị lộ ra ngoài nên nhìn hơi giống hàng ""chợ""",0
"Rất đẹp, giống hệt hình",1
Shop phục vụ rất tốt,1
Mùi vải hôi lắm,2
Chất mềm,1
hang tốt.đẹp,0
Chất lượng ok nhưng mình đặt áo màu đỏ giao cho mình màu đen mất rồi,0
Giá rẻ chất đẹp k chê vào đâu được :)),1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Có điều sợi dây buộc nhìn hơi lỏng,0
"Chất lượng sản phẩm tuyệt vời- shop dễ thương còn tặng quà cho mình nữa, tuy nhiên tóc mình rất ngắn hem cột tóc đc hehe",1
Áo giống mẫu chất okiiiii phù hợp với giá tiền,0
Một áo bị lỗi đường may,2
Chất lượng đúng với giá tiền,0
Màu xám vải dày dặn hơn so với màu đen và trắng,0
Yêu cầu shop xem lại vẫn cho shop 5*,1
Túi nhìn khá giống hình nhưng chất liệu ko tốt như m nghĩ,0
Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Thời gian giao hàng rất chậm,2
"Chất vải kém, mặc nóng",2
K như ở cap ghi chất dày dặn nặng tay,0
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền Thời gian giao hàng rất chậm,2
Chất lượng tam duoc,2
Chất lượng tạm được,0
Tiền 99k mà mua đc đôi v là ổn r,0
Cực đẹp với giá tiền,1
Sản phẩm ưng ý,0
"Co giãn tốt , thoải mái",1
"Sp mỏng,thấm hút k tốt",2
"Chưa biết sau này sao nhưng bây h thì rất tốt, giày nhẹ êm ái rất đáng tiền",1
Chất co giãn tốt nhưng dễ nhăn.Sau khi giặt phải là,0
Tay áo ko thêu,2
"Chất lượng sản phẩm phù hợp giá tiền, Tuy nhiên cùng size nhưng quần màu Xám lại dài và rộng hơn màu Đen, shop phục phụ tốt, rep tn hơi chậm",1
Sẽ ủng hộ shop tiếp 😙😙😙,1
"Ok, sản phẩm tốt",1
"Chất lượng thì khỏi phải nói nè, giao hàng siêu nhanh, còn bạn chủ shop phục vụ siêu dễ thương lun, sẽ ủng hộ shop tiếp nè ❤️",1
áo giống hình cả form lẫn màu,0
"Chất vải rất đẹp,sẽ ủng hộ nữa",1
feedback siêu yêu cho shop!!,1
Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,1
Đặt 3 cái,2
Sản phẩm bé so với miêu tả (canon 700d+sig17-50 k vừa cho 2 sao),2
Chất lượng sản phẩm tuyệt vời cam on shopii,1
Áo bình thường,0
Quần đepn vừa ý nhưng size hoi nhỏ khoảng 50lg mặc vừa,2
"giao hàng nhanh,chất lượng sp bước đầu tốt",1
Ảnh đăng 1 kiểu lúc nhận 1 kiểu,2
"Đóng gói chưa đc chắc lắm, chắc vch xa nên bị bục bẩn hàng",0
Chị chủ rep tn nhanh và nhiệt tình nữa,1
Ao dep hoi bi bo 1 chut.giao hang hoi lau,0
Chất lượng sản phẩm tuyệt vời hop phục vụ tận tình,1
Ngũ y hình,1
Chỉ mong giảm nhanh còn đón Tết :d,0
Sp rất đẹp lần sau rất muốn ủng hộ nữa,1
Chất da cá dày dặn,0
"Món quà tặng của shop rất tuyệt, thanks:-)",1
Hàng rất ưng ý,1
"Shop gói hàng xấu quá nên hỏng hết dáng túi, bị gập",2
"Mỗi ngày giao hàng càng kém chất lượng, không giống hàng mẫu",2
Nên đành chịu,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền,1
Áo hơi ngắn,0
Shop tư vấn nhiệt tình,0
"Giá cả phải chăng, áo đẹp, mặc êm và thoáng, sẽ ủng hộ shop",1
Nói chung là k thích như nhìn hình,2
Chất lượng sản phẩm tuyệt vời,1
Đồ dỏm nha mọi người,2
Áo này thích hợp cho người trên 60 kí mặc mới đẹp,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn chất đẹp,1
Quá okie với giá như thế này,0
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,1
Sản phẩm rất tốt,1
"Chất áo đẹp, form áo lên dáng cũng đẹp",1
Chát luọng đẹp,0
Giao hàng quá chậm,2
Giao sai r nói khách hẹp hòi ảnh đánh 2 stt 56 thay vì xin lỗi và có trách nhiệm vs thông tin đăng bán,2
Thái độ phục vụ tốt.,1
Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh,1
Giay minh mang k vua ma shop noi het size roi k pk sao,0
Lần sau ai mua thì chừa shop này ra nhé,2
Chất lượng sản phẩm tuyệt vời,1
Nói chung chỉ thích hợp với ai có ngực khủng,2
Hàng về rất nhanh và đẹp ạ ❤❤ shop nói chuyện rất dễ thương và nhiệt tình ❤❤❤,1
Hàng đẹp như hình 💋❤️,1
Mua 3 cái. 1 cái rách ngang lưng,0
"Bạn chủ rất là ân cần luôn, máy rất tốt trong tầm giá nha, ai muốn mua nên cân nhắc á",1
"Hàng đẹp, chất lượng nhưng mình đặt sz lớn lại giao sz quá bé ko mặc vừa",0
Chật đùi,2
"Chất lượng sản phẩm tạm được, phù hợp với giá bán",2
Chất lượng sản phẩm tạm được...so với giá tiền thì ok..còn so với hình mẫu k giống lắm,2
Đáng đồng tiền,1
Đáng để mua,0
Giao hàng siêu siêu nhanh,1
Chất lượng sản phẩm tốt,0
Áo k phải xanh rêu xám thì đúng hơn,2
Shop uy tín sản phẩm tuyệt vời lắm nha,1
Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt,1
Hơi trầm.,1
"Gối êm, vỏ gối rất đẹp",1
Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Hết size S mình đặt đại size M,1
Chất lượng sản phẩm tuyệt vời,1
Chất lượng tốt so với giá tiền,0
Đặt màu xám thì giao màu vàng ko hiểu đc!,0
Cổ áo cao lên đến miệng,2
Bán hàng nhái,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh rất hài lòng sản phẩm shop rất đáng yêu😊 mặc cái áo đi chơi any khó tính khen đẹp😂,1
Rộng wa,2
K nhu mong đợi...k nghĩ form lớn như vậy.,2
..,0
Hơi nhỏ nha ad,2
Sp dc nhưng giặt bị ra màu,2
Chất lượng sản phẩm tuyệt vờiy Rất đáng tiền Thời gian giao hàng rất nhanh,1
Áo đẹp,0
Áo mặc ok,0
Đã mua 2 túi,1
Chất lượng sản phẩm tạm được,0
"Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn, giao hàng chậm",1
"Ưng quá shop ơi, chủ shop còn tư vấn nhiệt tình dễ thương nữa",1
Shop phục vụ rất tốt,1
Áo mặc rất đẹp,1
Áo k ôm,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
Sp y hình,0
Rất đáng tiền,1
"Quần đẹp dã man, mặc lên dáng rất đẹp",1
Đường may xấu,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm chắc chắn,1
Chất lượng hơn cả sự mong đợi,1
"Áo quá rẻ, chất dày dặn lắm luôn ạ; ai nói áo mỏng mình cũng cạn lời 😂😂😂 size thoải mái, màu đẹp",1
Dùng bỏ rác văn phòng rất hợp lí,1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền,1
"sản phẩm mỏng, ko đẹp như mong đợi",2
Dep,1
Size XL thì đúng size mình hơn,1
"Chất lượng sản phẩm k tốt , đường chỉ may lộn xộn , có nhiều chỗ hỡ chưa dc may",2
Không ngờ giá vẫn rất rẻ sau bao nhiêu năm,1
Shop phục vụ rất tốt,1
"Ren mềm mại, mịn đẹp",1
Đẹp lắn shop Ơi ko chê đâu đc ❤️❤️😍😍😘😘,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
"đóng gói cẩn thận, bọc kỹ với xốp",0
Áo khoác đẹp lắm ạ❤,1
"Chất lượng sản phẩm tuyệt vời: vải mịn, mát",0
Gửi shop nè chất lượng sp tuyệt vời lên màu đẹp và mềm môi lắm nhé,1
quần dày dặn như hình khá ok,0
"Hộp lomo rách, ảnh bị cắt và mục nát. :(((",2
Đẹp *****,1
Túi hơi to,1
Nói chung phục vụ rất rất hài lòng,1
"Chất lượng sản phẩm tạm được Đóng gói sản phẩm tốt. 1 bộ vải mềm, 1 bộ vải cứng đơ",0
Sản phẩm y hình,1
Vải Chán...,2
"Thái độ của shop raat tốt, tư vấn đầy đủ cho khách",1
Thời gian giao hàng rất nhanh,0
"Áo màu trắng kem,đường may đẹp,vải hơi dầy chút",0
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chủ shop dễ thưn xinh gái hehe,1
Cám on shop nha,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn..vừa rẻ vừa đẹp..phục vụ tốt ạ,1
Mình rất ưng ý khi nhận hàng 😁😁,1
Chim ưng,1
"Đóng gói sản phẩm rất đẹp và chắc chắn, giao đúng hàng",1
"rất ok, chất lượng tương xứng với giá",1
Thanks,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh , chj chủ shop tư vấn bán hàng rất nhiệt tình , mk còn ủng hộ shop dài dài , cảm ơn shop nhìu 😁😁😁",1
Sản phẩm màu đậm xanh lét như màu mực vậy trông ghê,2
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
"Hàng nhận là nước xả dùng cho máy giặt, trên sp ko ghi, dùng đỡ vậy chứ nhà toàn giặt tay thôi",2
"Giày đẹp, mang êm chân lắm",1
Chưa nào mua hàng và vừa rẻ vừa đẹp như vậy,1
"Chất lượng sản phẩm tuyệt vời, đúng loại 1 như shop nói",1
Tôi thề,2
"Hơi ngắn nhưng vải ok, mặc thoải mái",1
Đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp Thời gian giao hàng rất nhanh,1
"Chất lượng tốt, giao hàng nhanh, mặc vừa nhưng size hơi bé hơn so với tưởng tượng :(",1
Rất hài lòng,1
"Ngoài ra có 1 mẫu hết hàng thì shop ko báo mình, 1 mẫu khác hết màu shop cũng ko báo và tự đưa 1 màu khác vào",2
Lên màu rất đẹp và tô lên rất mịn môi,1
Thời gian giao hàng rất nhanh nhưng khi mua các b nên mua to hơn 1 sz nha lời khuyên chân thành nếu b nào muốn mua đôi này nhé ns chúng giày rất ok nhưng hơi kích chân 1 tí,0
Chất vải với giá này thì ok,0
"Đóng gói sản phẩm rất đẹp và chắc chắn, mực có con hơi nhỏ ạ , nhưng vẫn cho shop 5 *vì shop rất dễ thương, mình mua lần 2 này còn đc shop tặng thêm 2 con, mà đóng cũng đẹp lắm",1
"Sp như hình, form rộng",0
"Áo đẹp, form bự",1
Giao không dúng màu khăn đã đặt,2
"Mình mua đầm body, áo thun thái , quần short, váy .. mọi thứ đều đẹp lém nhoe",1
Áo hơi ngắn so với hình vải hơi xù nhưng màu đẹp nói chung là tạm đc,2
"Tiep do phuc vu khong nhiet tinh, doi 30 phut moi co banh ma con den truoc cac khach kia nhung ho lai duoc phuc vu truoc",2
Phần áo cắt bị nham nhở 😔,2
Áo thì rộng như váy,2
"vừa uống trà, vừa nịt bụng",0
Cùng một bộ nh áo khá dày dặn và dẹp còn quần thì mỏng và bám bụi,0
Mình đặt sai S nhưng lại ship sz M,2
":( Mình có 45kg cao 1m62 vòng ngực 86 mà mặc ngực chật ních, vải hơi cứng",2
Rat thich lun nak,1
Mình chưa thử dây đã đứt rồi :(,2
Cám ơn shop nha,1
"Áo bình thường, kg hút mô hôi, mặc nực muốn chết",2
Nói chung là e nhìn là mê áo rồi đó Do,1
"Túi đẹp, thiết kế cá tính",0
Chất áo rất xấu,2
Thất vọng lắm áo chật,2
Hàng đúng như đăng mẫu,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, hàng mặc rất ok, rất đẹp 😍",1
Đồ rách vá 1 chùm như này mà cũng đem giao,2
Chất và kiểu dáng rất ok,1
Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,1
Hàng đẹp vải giày giá phải chăng 😍,1
Nhưng chắc do mk béo vai nên mặc k đẹp,0
"Áo hơi có vết bẩn, chất áo đẹp",1
May size m hết hàng nên mạnh dạn lấy size l cuối cùng vừa zin,1
Quần legging chất mát tuy nhiên hơi dày và cứng co giãn ít,0
Rong hon so voi size chuan,2
Khuyên các bạn đừng hàm rẻ mà mua kẻo lại lỡ mua nhầm phải máy kém chất luợng giống mình,2
Chất lượng sản phẩm đúng như hình Đóng gói sản phẩm tạm được,1
"Vải OK, mình 1m53 nên mặc hơi dài nhưng vẫn rất thích, form đẹp",1
Ủng hộ shop dài dài,1
Vừa túi tiền,0
Chất vải okie mặc lên cực dth như tay hơi ngắn,0
Thời gian giao hàng nhanh,1
Chất lượng sản phẩm tuyệt vời :)),1
Sẽ ũng hộ mãi nè,1
"K như tưởng tượng của m nhưng mặc lên xinh và mát, k biết giặt có bị co k nữa,giá 100k là chuẩn chứ k p là rẻ :))",0
Nó to lắm =)) ai ốm thì đừng rước nhé,2
Vãi thật,2
Áo k giống ảnh lắm thật sự là thất vọng,2
Vải ok.đẹp,1
Sản phẩm k như hình vải xấu hơn trong hình,2
"giảm cân nhẹ nhàng, ko mệt mỏi như những loại trước đó m đã dùng. mua thêm vì m là mẹ bỉm sữa nên vẫn ăn nhìu, tháng 8 vừa rồi mới giảm 3kg",1
Vải êm,1
Chất lượng sản phẩm tuyệt vời,1
Chủ shop đág iu qas 😊😊 Chất lượng sản phẩm tuyệt vời,1
Sẽ mua lại khi có nhu cầu vì Chất lượng sản phẩm tuyệt vời,1
Tốt nhất lần sau khỏi mua,2
K ưng í cho lắm,2
Giá ok,1
(M cao 1.7m),1
Đóng gói sản phẩm rất đẹp và chắc chắn,1
Hàng đẹp y hình,1
"Tiền nào của đó, hàg k.m giảm giá ko good đc",0
